custorm_id,latitude,longitude,create_time
201804,120.2211903,30.2246531,2018-03-20 07:29:00
201804,120.1909955,30.1956078,2018-03-22 15:24:00
201804,120.1617915,30.3051713,2018-03-22 23:23:00
201804,120.1689683,30.2817554,2018-03-22 19:48:00
201804,120.1696661,30.2799539,2018-03-22 19:47:00
201804,120.1985087,30.2050419,2018-03-11 09:46:00
201804,120.2003026,30.202243,2018-03-11 09:51:00
201804,120.1780384,30.2504354,2018-03-19 18:22:00
201804,120.1986376,30.2413672,2018-03-19 18:35:00
201804,120.2158981,30.2086034,2018-03-16 07:25:00
201804,120.2108494,30.1865052,2018-03-20 18:26:00
201804,120.1731527,30.2458443,2018-03-20 10:47:00
201804,120.1731527,30.2458443,2018-03-16 10:17:00
201804,120.1777222,30.1941501,2018-03-16 07:35:00
201804,120.1989767,30.2415966,2018-03-20 07:34:00
201804,120.1472847,30.1723719,2018-03-20 11:38:00
201804,120.2155192,30.208423,2018-03-20 07:24:00
201804,120.220432,30.225424,2018-03-19 18:40:00
201804,120.2211903,30.2246531,2018-03-19 07:29:00
201804,120.3118054,30.2181495,2018-03-24 17:42:00
201804,120.2231261,30.2230908,2018-03-24 17:46:00
201804,120.2102586,30.1984308,2018-03-17 15:39:00
201804,120.2134438,30.1814725,2018-03-17 15:30:00
201804,120.3199666,30.2167441,2018-03-23 19:02:00
201804,120.2403402,29.276696,2018-03-23 21:23:00
201804,120.1707581,30.2244473,2018-03-29 12:35:00
201804,120.2025415,30.1968008,2018-03-26 19:18:00
201804,120.2008629,30.2583948,2018-03-31 14:31:00
201804,120.1959895,30.2954068,2018-03-31 15:50:00
201804,120.1735216,30.2456736,2018-03-31 09:45:00
201804,120.220432,30.225424,2018-03-31 12:46:00
201804,120.2174863,30.2098549,2018-03-31 12:57:00
201804,120.2060581,30.1999803,2018-03-31 14:08:00
201804,120.166148,30.1849927,2018-03-28 15:00:00
201804,120.150842,30.1848747,2018-03-28 14:57:00
201804,120.2227968,30.2231512,2018-03-27 18:25:00
201804,120.1986376,30.2413672,2018-03-31 12:42:00
201804,120.2158981,30.2086034,2018-03-26 07:34:00
201804,120.2060581,30.1999803,2018-03-27 07:23:00
201804,120.2230164,30.2235609,2018-03-27 07:38:00
201804,120.1707581,30.2244473,2018-03-25 13:48:00
201804,120.166148,30.1849927,2018-03-28 15:00:00
201804,120.1366301,30.2049024,2018-03-28 14:51:00
